IntA;IntB;BioGRID;Biogrid_SS;BioGRID_Quality
AT4G37445;AT5G02620;1;0;non-binary
AT4G37445;AT5G15500;1;0;non-binary
AT4G37445;AT5G25260;1;0;non-binary
AT4G37445;AT5G27490;1;0;non-binary
AT4G37445;AT5G47910;1;0;non-binary
AT4G37445;AT5G55330;1;0;non-binary
AT4G37445;AT5G55930;1;0;non-binary
AT4G37445;AT5G64870;1;0;non-binary
AT4G37460;AT5G08330;1;0;non-binary
AT4G37490;AT5G13840;1;0;binary
AT4G37630;AT4G37630;1;0;binary
AT4G37630;AT5G25380;1;0;binary
AT4G37630;AT5G27620;1;0;binary
AT4G37630;AT5G40460;1;0;non-binary
AT4G37630;AT5G43080;1;0;binary
AT4G37630;AT5G48820;1;0;HQ
AT4G37630;AT5G63610;1;0;HQ
AT4G37640;AT5G65430;1;0;non-binary
AT4G37650;AT5G24740;1;0;non-binary
AT4G37680;AT4G39030;1;0;non-binary
AT4G37680;AT4G39350;1;0;non-binary
AT4G37680;AT5G01180;1;0;non-binary
AT4G37680;AT5G01540;1;0;non-binary
AT4G37680;AT5G02620;1;0;non-binary
AT4G37680;AT5G05820;1;0;non-binary
AT4G37680;AT5G06820;1;0;non-binary
AT4G37680;AT5G07475;1;0;non-binary
AT4G37680;AT5G07490;1;0;non-binary
AT4G37680;AT5G07510;1;0;non-binary
AT4G37680;AT5G10290;1;0;non-binary
AT4G37680;AT5G10840;1;0;non-binary
AT4G37680;AT5G11870;1;0;non-binary
AT4G37680;AT5G12480;1;0;non-binary
AT4G37680;AT5G12860;1;0;non-binary
AT4G37680;AT5G13400;1;0;non-binary
AT4G37680;AT5G14210;1;0;non-binary
AT4G37680;AT5G15500;1;0;non-binary
AT4G37680;AT5G16530;1;0;non-binary
AT4G37680;AT5G19130;1;0;non-binary
AT4G37680;AT5G20230;1;0;non-binary
AT4G37680;AT5G23550;1;0;non-binary
AT4G37680;AT5G24010;1;0;non-binary
AT4G37680;AT5G24130;1;0;non-binary
AT4G37680;AT5G27210;1;0;non-binary
AT4G37680;AT5G27350;1;0;non-binary
AT4G37680;AT5G27490;1;0;non-binary
AT4G37680;AT5G37810;1;0;non-binary
AT4G37680;AT5G38970;1;0;non-binary
AT4G37680;AT5G40420;1;0;non-binary
AT4G37680;AT5G40640;1;0;non-binary
AT4G37680;AT5G42370;1;0;non-binary
AT4G37680;AT5G43420;1;0;non-binary
AT4G37680;AT5G47530;1;0;non-binary
AT4G37680;AT5G47610;1;0;non-binary
AT4G37680;AT5G49130;1;0;non-binary
AT4G37680;AT5G49760;1;0;non-binary
AT4G37680;AT5G50440;1;0;non-binary
AT4G37680;AT5G50520;1;0;non-binary
AT4G37680;AT5G51160;1;0;non-binary
AT4G37680;AT5G52050;1;0;non-binary
AT4G37680;AT5G55630;1;0;non-binary
AT4G37680;AT5G57345;1;0;non-binary
AT4G37680;AT5G57940;1;0;non-binary
AT4G37680;AT5G58150;1;0;non-binary
AT4G37680;AT5G58560;1;0;non-binary
AT4G37680;AT5G59260;1;0;non-binary
AT4G37680;AT5G59500;1;0;non-binary
AT4G37680;AT5G59670;1;0;non-binary
AT4G37680;AT5G62710;1;0;non-binary
AT4G37680;AT5G62850;1;0;non-binary
AT4G37680;AT5G63050;1;0;non-binary
AT4G37680;AT5G63710;1;0;non-binary
AT4G37680;AT5G63930;1;0;non-binary
AT4G37680;AT5G65710;1;0;non-binary
AT4G37690;AT5G03240;1;0;non-binary
AT4G37770;AT5G38480;1;0;binary
AT4G37800;AT5G03240;1;0;non-binary
AT4G37870;AT5G03240;1;0;non-binary
AT4G37870;AT5G04200;1;0;binary
AT4G37910;AT5G09230;1;0;non-binary
AT4G37925;AT5G20935;1;0;non-binary
AT4G37930;AT5G03240;1;0;non-binary
AT4G37980;AT5G03240;1;0;non-binary
AT4G38130;AT5G03240;1;0;non-binary
AT4G38130;AT5G13790;1;0;binary
AT4G38140;AT5G03240;1;0;non-binary
AT4G38220;AT5G03240;1;0;non-binary
AT4G38230;AT5G03240;1;0;non-binary
AT4G38240;AT4G38240;1;0;HQ
AT4G38270;AT5G03240;1;0;non-binary
AT4G38430;AT5G45970;1;0;binary
AT4G38460;AT5G05000;1;0;binary
AT4G38510;AT5G03240;1;0;non-binary
AT4G38520;AT5G12480;1;0;non-binary
AT4G38520;AT5G18010;1;0;binary
AT4G38550;AT5G56750;1;0;binary
AT4G38600;AT5G41315;1;0;HQ
AT4G38630;AT5G03240;1;0;non-binary
AT4G38630;AT5G04200;1;0;binary
AT4G38630;AT5G45620;1;0;binary
AT4G38690;AT5G10020;1;0;non-binary
AT4G38690;AT5G10290;1;0;non-binary
AT4G38690;AT5G11870;1;0;non-binary
AT4G38690;AT5G13170;1;0;non-binary
AT4G38690;AT5G15500;1;0;non-binary
AT4G38690;AT5G24010;1;0;non-binary
AT4G38690;AT5G25260;1;0;non-binary
AT4G38690;AT5G27350;1;0;non-binary
AT4G38690;AT5G40420;1;0;non-binary
AT4G38690;AT5G40640;1;0;non-binary
AT4G38690;AT5G47530;1;0;non-binary
AT4G38690;AT5G47910;1;0;non-binary
AT4G38690;AT5G49130;1;0;non-binary
AT4G38690;AT5G49760;1;0;non-binary
AT4G38690;AT5G56750;1;0;binary
AT4G38690;AT5G63930;1;0;non-binary
AT4G38690;AT5G64870;1;0;non-binary
AT4G38710;AT5G55170;1;0;non-binary
AT4G38740;AT5G38480;1;0;non-binary
AT4G38740;AT5G65430;1;0;non-binary
AT4G38830;AT5G52420;1;0;non-binary
AT4G38960;AT5G15840;1;0;HQ
AT4G38970;AT5G03240;1;0;non-binary
AT4G39030;AT5G06320;1;0;non-binary
AT4G39030;AT5G16150;1;0;non-binary
AT4G39030;AT5G25752;1;0;non-binary
AT4G39030;AT5G49540;1;0;non-binary
AT4G39030;AT5G59650;1;0;non-binary
AT4G39080;AT5G03240;1;0;non-binary
AT4G39100;AT5G55170;1;0;non-binary
AT4G39200;AT5G03240;1;0;non-binary
AT4G39260;AT5G03240;1;0;non-binary
AT4G39260;AT5G04200;1;0;binary
AT4G39280;AT5G03240;1;0;non-binary
AT4G39330;AT5G56750;1;0;binary
AT4G39350;AT5G06320;1;0;non-binary
AT4G39350;AT5G49540;1;0;non-binary
AT4G39350;AT5G52420;1;0;non-binary
AT4G39400;AT5G03240;1;0;non-binary
AT4G39400;AT5G19280;1;0;HQ
AT4G39400;AT5G35080;1;0;non-binary
AT4G39400;AT5G41260;1;0;binary
AT4G39400;AT5G42750;1;1;HQ
AT4G39400;AT5G46860;1;0;non-binary
AT4G39400;AT5G50375;1;0;non-binary
AT4G39400;AT5G59010;1;0;HQ
AT4G39660;AT5G03240;1;0;non-binary
AT4G39720;AT5G64810;1;0;binary
AT4G39800;AT5G24330;1;0;HQ
AT4G39850;AT5G27600;1;0;non-binary
AT4G39890;AT5G10290;1;0;non-binary
AT4G39890;AT5G14030;1;0;non-binary
AT4G39890;AT5G66030;1;0;binary
AT4G39980;AT5G03240;1;0;non-binary
AT4G39990;AT5G64070;1;0;HQ
AT4G40010;AT5G21326;1;0;binary
AT4G40010;AT5G57050;1;0;non-binary
AT4G40030;AT5G09790;1;0;binary
AT4G40030;AT5G13960;1;0;HQ
AT4G40030;AT5G24330;1;0;binary
AT4G40030;AT5G56750;1;0;binary
AT4G40030;AT5G63110;1;0;binary
AT4G40060;AT5G65310;1;0;binary
AT4G40070;AT5G65430;1;0;non-binary
AT5G01180;AT5G06320;1;0;non-binary
AT5G01180;AT5G11680;1;0;non-binary
AT5G01180;AT5G49540;1;0;non-binary
AT5G01180;AT5G52240;1;0;non-binary
AT5G01180;AT5G52420;1;0;non-binary
AT5G01210;AT5G03240;1;0;non-binary
AT5G01240;AT5G65430;1;0;non-binary
AT5G01340;AT5G21990;1;0;binary
AT5G01370;AT5G67110;1;0;binary
AT5G01380;AT5G01380;1;0;binary
AT5G01400;AT5G23880;1;0;non-binary
AT5G01410;AT5G03240;1;0;non-binary
AT5G01530;AT5G03240;1;0;non-binary
AT5G01530;AT5G55170;1;0;non-binary
AT5G01540;AT5G06320;1;0;non-binary
AT5G01540;AT5G11680;1;0;non-binary
AT5G01540;AT5G22290;1;0;non-binary
AT5G01540;AT5G46330;1;0;HQ
AT5G01540;AT5G49540;1;0;non-binary
AT5G01540;AT5G59650;1;0;non-binary
AT5G01550;AT5G06320;1;0;non-binary
AT5G01550;AT5G59650;1;0;non-binary
AT5G01600;AT5G14760;1;0;binary
AT5G01600;AT5G40590;1;0;binary
AT5G01610;AT5G03240;1;0;non-binary
AT5G01690;AT5G45750;1;0;non-binary
AT5G01800;AT5G07280;1;0;non-binary
AT5G01800;AT5G20520;1;0;non-binary
AT5G01810;AT5G57050;1;1;HQ
AT5G01820;AT5G01820;1;1;binary
AT5G01820;AT5G03240;1;0;non-binary
AT5G01820;AT5G11200;1;0;binary
AT5G01820;AT5G17490;1;1;binary
AT5G01820;AT5G37260;1;0;binary
AT5G01820;AT5G43520;1;0;binary
AT5G01820;AT5G46410;1;0;binary
AT5G01820;AT5G47100;1;1;binary
AT5G01820;AT5G54230;1;1;binary
AT5G01820;AT5G67385;1;0;HQ
AT5G01960;AT5G06320;1;0;non-binary
AT5G01960;AT5G52420;1;0;non-binary
AT5G02030;AT5G28640;1;0;non-binary
AT5G02110;AT5G02220;1;0;non-binary
AT5G02110;AT5G14170;1;0;non-binary
AT5G02110;AT5G40460;1;0;non-binary
AT5G02170;AT5G14870;1;0;non-binary
AT5G02450;AT5G46630;1;0;non-binary
AT5G02450;AT5G65210;1;0;binary
AT5G02470;AT5G55170;1;0;non-binary
AT5G02470;AT5G67260;1;0;binary
AT5G02490;AT5G03240;1;0;non-binary
AT5G02490;AT5G21990;1;0;binary
AT5G02490;AT5G43070;1;0;non-binary
AT5G02490;AT5G46630;1;0;non-binary
AT5G02490;AT5G61900;1;0;HQ
AT5G02500;AT5G09420;1;0;HQ
AT5G02500;AT5G11390;1;0;non-binary
AT5G02500;AT5G21990;1;0;HQ
AT5G02500;AT5G38480;1;0;non-binary
AT5G02500;AT5G43070;1;0;HQ
AT5G02500;AT5G44560;1;0;non-binary
AT5G02500;AT5G46630;1;0;non-binary
AT5G02500;AT5G51700;1;0;HQ
AT5G02500;AT5G55170;1;0;non-binary
AT5G02500;AT5G61900;1;0;HQ
AT5G02500;AT5G65430;1;0;non-binary
AT5G02530;AT5G13840;1;0;non-binary
AT5G02620;AT5G03345;1;0;non-binary
AT5G02620;AT5G06320;1;0;non-binary
AT5G02620;AT5G07340;1;0;non-binary
AT5G02620;AT5G11890;1;0;non-binary
AT5G02620;AT5G49540;1;0;non-binary
AT5G02760;AT5G18010;1;0;HQ
AT5G02770;AT5G11170;1;0;binary
AT5G02800;AT5G02800;1;0;binary
AT5G02810;AT5G03240;1;0;non-binary
AT5G02840;AT5G64170;1;0;non-binary
AT5G02870;AT5G03240;1;0;non-binary
AT5G02920;AT5G38480;1;0;non-binary
AT5G02960;AT5G03240;1;0;non-binary
AT5G02960;AT5G08080;1;0;non-binary
AT5G02960;AT5G26980;1;0;non-binary
AT5G02960;AT5G46860;1;0;non-binary
AT5G03040;AT5G46630;1;0;non-binary
AT5G03180;AT5G55910;1;0;non-binary
AT5G03200;AT5G55330;1;0;non-binary
AT5G03240;AT5G03340;1;0;non-binary
AT5G03240;AT5G03650;1;0;non-binary
AT5G03240;AT5G04140;1;0;non-binary
AT5G03240;AT5G04230;1;0;non-binary
AT5G03240;AT5G04550;1;0;non-binary
AT5G03240;AT5G04590;1;0;non-binary
AT5G03240;AT5G05010;1;0;non-binary
AT5G03240;AT5G05130;1;0;non-binary
AT5G03240;AT5G05760;1;0;non-binary
AT5G03240;AT5G05780;1;0;non-binary
AT5G03240;AT5G06600;1;0;non-binary
AT5G03240;AT5G06690;1;0;non-binary
AT5G03240;AT5G06950;1;0;non-binary
AT5G03240;AT5G06960;1;0;non-binary
AT5G03240;AT5G07210;1;0;non-binary
AT5G03240;AT5G07340;1;0;non-binary
AT5G03240;AT5G07530;1;0;non-binary
AT5G03240;AT5G07990;1;0;non-binary
AT5G03240;AT5G08160;1;0;non-binary
AT5G03240;AT5G09500;1;0;non-binary
AT5G03240;AT5G09510;1;0;non-binary
AT5G03240;AT5G09900;1;0;non-binary
AT5G03240;AT5G10060;1;0;non-binary
AT5G03240;AT5G10240;1;0;non-binary
AT5G03240;AT5G10450;1;0;non-binary
AT5G03240;AT5G10540;1;0;non-binary
AT5G03240;AT5G10860;1;0;non-binary
AT5G03240;AT5G11030;1;0;non-binary
AT5G03240;AT5G11170;1;0;non-binary
AT5G03240;AT5G11200;1;0;non-binary
AT5G03240;AT5G11490;1;0;non-binary
AT5G03240;AT5G11520;1;0;non-binary
AT5G03240;AT5G11770;1;0;non-binary
AT5G03240;AT5G11880;1;0;non-binary
AT5G03240;AT5G12200;1;0;non-binary
AT5G03240;AT5G12250;1;0;non-binary
AT5G03240;AT5G12470;1;0;non-binary
AT5G03240;AT5G13030;1;0;non-binary
AT5G03240;AT5G13110;1;0;non-binary
AT5G03240;AT5G13130;1;0;non-binary
AT5G03240;AT5G13430;1;0;non-binary
AT5G03240;AT5G13440;1;0;non-binary
AT5G03240;AT5G13490;1;0;non-binary
AT5G03240;AT5G13520;1;0;non-binary
AT5G03240;AT5G13650;1;0;non-binary
AT5G03240;AT5G13780;1;0;non-binary
AT5G03240;AT5G14080;1;0;non-binary
AT5G03240;AT5G14320;1;0;non-binary
AT5G03240;AT5G14620;1;0;HQ
AT5G03240;AT5G14670;1;0;non-binary
AT5G03240;AT5G14740;1;0;non-binary
AT5G03240;AT5G14780;1;0;non-binary
AT5G03240;AT5G15450;1;0;non-binary
AT5G03240;AT5G15490;1;0;non-binary
AT5G03240;AT5G15860;1;0;non-binary
AT5G03240;AT5G16130;1;0;non-binary
AT5G03240;AT5G16400;1;0;non-binary
AT5G03240;AT5G16570;1;0;non-binary
AT5G03240;AT5G16970;1;0;non-binary
AT5G03240;AT5G16980;1;0;non-binary
AT5G03240;AT5G16990;1;0;non-binary
AT5G03240;AT5G17020;1;0;non-binary
AT5G03240;AT5G17380;1;0;non-binary
AT5G03240;AT5G17440;1;0;non-binary
AT5G03240;AT5G17770;1;0;non-binary
AT5G03240;AT5G17920;1;0;non-binary
AT5G03240;AT5G17990;1;0;non-binary
AT5G03240;AT5G18100;1;0;non-binary
AT5G03240;AT5G18380;1;0;non-binary
AT5G03240;AT5G18700;1;0;non-binary
AT5G03240;AT5G19140;1;0;non-binary
AT5G03240;AT5G19290;1;0;non-binary
AT5G03240;AT5G19440;1;0;non-binary
AT5G03240;AT5G19820;1;0;non-binary
AT5G03240;AT5G19990;1;0;non-binary
AT5G03240;AT5G20000;1;0;non-binary
AT5G03240;AT5G20010;1;0;non-binary
AT5G03240;AT5G20020;1;0;non-binary
AT5G03240;AT5G20250;1;0;non-binary
AT5G03240;AT5G20280;1;0;non-binary
AT5G03240;AT5G20320;1;0;non-binary
AT5G03240;AT5G20490;1;0;non-binary
AT5G03240;AT5G20630;1;0;non-binary
AT5G03240;AT5G20720;1;0;non-binary
AT5G03240;AT5G20830;1;0;non-binary
AT5G03240;AT5G20890;1;0;non-binary
AT5G03240;AT5G20960;1;0;non-binary
AT5G03240;AT5G20990;1;0;non-binary
AT5G03240;AT5G22780;1;0;non-binary
AT5G03240;AT5G23540;1;0;non-binary
AT5G03240;AT5G23860;1;0;non-binary
AT5G03240;AT5G23900;1;0;non-binary
AT5G03240;AT5G24300;1;0;non-binary
AT5G03240;AT5G24400;1;0;non-binary
AT5G03240;AT5G24490;1;0;non-binary
AT5G03240;AT5G24880;1;0;non-binary
AT5G03240;AT5G24930;1;0;non-binary
AT5G03240;AT5G25230;1;0;non-binary
AT5G03240;AT5G25754;1;0;non-binary
AT5G03240;AT5G25880;1;0;non-binary
AT5G03240;AT5G25980;1;0;non-binary
AT5G03240;AT5G26000;1;0;non-binary
AT5G03240;AT5G26260;1;0;non-binary
AT5G03240;AT5G26280;1;0;non-binary
AT5G03240;AT5G26320;1;0;non-binary
AT5G03240;AT5G26570;1;0;non-binary
AT5G03240;AT5G26710;1;0;non-binary
AT5G03240;AT5G26760;1;0;non-binary
AT5G03240;AT5G26860;1;0;non-binary
AT5G03240;AT5G27140;1;0;non-binary
AT5G03240;AT5G27380;1;0;non-binary
AT5G03240;AT5G27770;1;0;non-binary
AT5G03240;AT5G28050;1;0;non-binary
AT5G03240;AT5G28060;1;0;non-binary
AT5G03240;AT5G28540;1;0;non-binary
AT5G03240;AT5G29000;1;0;non-binary
AT5G03240;AT5G30510;1;0;non-binary
AT5G03240;AT5G31087;1;0;non-binary
AT5G03240;AT5G35360;1;0;non-binary
AT5G03240;AT5G35530;1;0;non-binary
AT5G03240;AT5G35590;1;0;non-binary
AT5G03240;AT5G35630;1;0;non-binary
AT5G03240;AT5G35790;1;0;non-binary
AT5G03240;AT5G36790;1;0;non-binary
AT5G03240;AT5G36880;1;0;non-binary
AT5G03240;AT5G36890;1;0;non-binary
AT5G03240;AT5G37510;1;0;non-binary
AT5G03240;AT5G37760;1;0;non-binary
AT5G03240;AT5G37830;1;0;non-binary
AT5G03240;AT5G38100;1;0;non-binary
AT5G03240;AT5G38220;1;0;non-binary
AT5G03240;AT5G38420;1;0;non-binary
AT5G03240;AT5G38470;1;0;non-binary
AT5G03240;AT5G38480;1;0;non-binary
AT5G03240;AT5G38520;1;0;non-binary
AT5G03240;AT5G38530;1;0;non-binary
AT5G03240;AT5G38660;1;0;non-binary
AT5G03240;AT5G38830;1;0;non-binary
AT5G03240;AT5G39490;1;0;non-binary
AT5G03240;AT5G39570;1;0;non-binary
AT5G03240;AT5G40390;1;0;non-binary
AT5G03240;AT5G40420;1;0;non-binary
AT5G03240;AT5G40580;1;0;non-binary
AT5G03240;AT5G40870;1;0;non-binary
AT5G03240;AT5G40950;1;0;non-binary
AT5G03240;AT5G41210;1;0;non-binary
AT5G03240;AT5G41700;1;0;non-binary
AT5G03240;AT5G41790;1;0;non-binary
AT5G03240;AT5G42080;1;0;non-binary
AT5G03240;AT5G42220;1;0;non-binary
AT5G03240;AT5G42270;1;0;non-binary
AT5G03240;AT5G42350;1;0;non-binary
AT5G03240;AT5G42590;1;0;non-binary
AT5G03240;AT5G42740;1;0;non-binary
AT5G03240;AT5G42790;1;0;non-binary
AT5G03240;AT5G42980;1;0;non-binary
AT5G03240;AT5G43010;1;0;non-binary
AT5G03240;AT5G43470;1;0;non-binary
AT5G03240;AT5G43640;1;0;non-binary
AT5G03240;AT5G43780;1;0;non-binary
AT5G03240;AT5G43810;1;0;non-binary
AT5G03240;AT5G43940;1;0;non-binary
AT5G03240;AT5G44070;1;0;non-binary
AT5G03240;AT5G44120;1;0;non-binary
AT5G03240;AT5G44140;1;0;non-binary
AT5G03240;AT5G44210;1;0;non-binary
AT5G03240;AT5G44240;1;0;non-binary
AT5G03240;AT5G44340;1;0;non-binary
AT5G03240;AT5G45280;1;0;non-binary
AT5G03240;AT5G45620;1;0;non-binary
AT5G03240;AT5G45750;1;0;non-binary
AT5G03240;AT5G45775;1;0;non-binary
AT5G03240;AT5G46110;1;0;non-binary
AT5G03240;AT5G46330;1;0;binary
AT5G03240;AT5G46430;1;0;non-binary
AT5G03240;AT5G47040;1;0;non-binary
AT5G03240;AT5G47690;1;0;non-binary
AT5G03240;AT5G47870;1;0;non-binary
AT5G03240;AT5G47990;1;0;non-binary
AT5G03240;AT5G48230;1;0;non-binary
AT5G03240;AT5G48300;1;0;non-binary
AT5G03240;AT5G48400;1;0;non-binary
AT5G03240;AT5G48900;1;0;non-binary
AT5G03240;AT5G48930;1;0;non-binary
AT5G03240;AT5G49030;1;0;non-binary
AT5G03240;AT5G49360;1;0;non-binary
AT5G03240;AT5G49460;1;0;non-binary
AT5G03240;AT5G49500;1;0;non-binary
AT5G03240;AT5G49650;1;0;non-binary
AT5G03240;AT5G49900;1;0;non-binary
AT5G03240;AT5G49930;1;0;non-binary
AT5G03240;AT5G51100;1;0;non-binary
AT5G03240;AT5G51430;1;0;non-binary
AT5G03240;AT5G51970;1;0;non-binary
AT5G03240;AT5G52520;1;0;non-binary
AT5G03240;AT5G52640;1;0;non-binary
AT5G03240;AT5G52960;1;0;non-binary
AT5G03240;AT5G53160;1;0;non-binary
AT5G03240;AT5G53330;1;0;non-binary
AT5G03240;AT5G53460;1;0;non-binary
AT5G03240;AT5G53480;1;0;non-binary
AT5G03240;AT5G53620;1;0;non-binary
AT5G03240;AT5G53820;1;0;non-binary
AT5G03240;AT5G54160;1;0;non-binary
AT5G03240;AT5G54190;1;0;non-binary
AT5G03240;AT5G54270;1;0;non-binary
AT5G03240;AT5G54380;1;0;non-binary
AT5G03240;AT5G54430;1;0;non-binary
AT5G03240;AT5G54510;1;0;non-binary
AT5G03240;AT5G54600;1;0;non-binary
AT5G03240;AT5G54640;1;0;non-binary
AT5G03240;AT5G54810;1;0;non-binary
AT5G03240;AT5G54960;1;0;non-binary
AT5G03240;AT5G55190;1;0;non-binary
AT5G03240;AT5G55300;1;0;non-binary
AT5G03240;AT5G55630;1;0;non-binary
AT5G03240;AT5G55860;1;0;non-binary
AT5G03240;AT5G56000;1;0;non-binary
AT5G03240;AT5G56010;1;0;non-binary
AT5G03240;AT5G56030;1;0;non-binary
AT5G03240;AT5G56120;1;0;non-binary
AT5G03240;AT5G56280;1;0;non-binary
AT5G03240;AT5G56310;1;0;non-binary
AT5G03240;AT5G56340;1;0;binary
AT5G03240;AT5G56350;1;0;non-binary
AT5G03240;AT5G56510;1;0;non-binary
AT5G03240;AT5G56650;1;0;non-binary
AT5G03240;AT5G56680;1;0;non-binary
AT5G03240;AT5G56760;1;0;non-binary
AT5G03240;AT5G56870;1;0;non-binary
AT5G03240;AT5G57050;1;0;non-binary
AT5G03240;AT5G57350;1;0;non-binary
AT5G03240;AT5G57440;1;0;non-binary
AT5G03240;AT5G57450;1;0;non-binary
AT5G03240;AT5G57655;1;0;non-binary
AT5G03240;AT5G58040;1;0;non-binary
AT5G03240;AT5G58060;1;0;non-binary
AT5G03240;AT5G58270;1;0;non-binary
AT5G03240;AT5G58290;1;0;non-binary
AT5G03240;AT5G58490;1;0;non-binary
AT5G03240;AT5G58550;1;0;non-binary
AT5G03240;AT5G58770;1;0;non-binary
AT5G03240;AT5G59290;1;0;non-binary
AT5G03240;AT5G59880;1;0;non-binary
AT5G03240;AT5G59920;1;0;non-binary
AT5G03240;AT5G60190;1;0;non-binary
AT5G03240;AT5G60600;1;0;non-binary
AT5G03240;AT5G60640;1;0;non-binary
AT5G03240;AT5G60660;1;0;non-binary
AT5G03240;AT5G60670;1;0;non-binary
AT5G03240;AT5G60790;1;0;non-binary
AT5G03240;AT5G61140;1;0;non-binary
AT5G03240;AT5G61580;1;0;non-binary
AT5G03240;AT5G61790;1;0;non-binary
AT5G03240;AT5G62300;1;0;non-binary
AT5G03240;AT5G62390;1;0;non-binary
AT5G03240;AT5G62600;1;0;non-binary
AT5G03240;AT5G62670;1;0;non-binary
AT5G03240;AT5G62690;1;0;non-binary
AT5G03240;AT5G62700;1;0;non-binary
AT5G03240;AT5G63110;1;0;non-binary
AT5G03240;AT5G63310;1;0;non-binary
AT5G03240;AT5G63570;1;0;non-binary
AT5G03240;AT5G63620;1;0;non-binary
AT5G03240;AT5G63640;1;0;binary
AT5G03240;AT5G63680;1;0;non-binary
AT5G03240;AT5G63840;1;0;non-binary
AT5G03240;AT5G63890;1;0;non-binary
AT5G03240;AT5G63980;1;0;non-binary
AT5G03240;AT5G64410;1;0;non-binary
AT5G03240;AT5G64710;1;0;non-binary
AT5G03240;AT5G64740;1;0;non-binary
AT5G03240;AT5G64760;1;0;non-binary
AT5G03240;AT5G65020;1;0;non-binary
AT5G03240;AT5G65360;1;0;non-binary
AT5G03240;AT5G65430;1;0;non-binary
AT5G03240;AT5G65620;1;0;non-binary
AT5G03240;AT5G65720;1;0;non-binary
AT5G03240;AT5G66140;1;0;non-binary
AT5G03240;AT5G66510;1;0;non-binary
AT5G03240;AT5G66631;1;0;non-binary
AT5G03240;AT5G66680;1;0;non-binary
AT5G03240;AT5G67380;1;0;non-binary
AT5G03240;AT5G67500;1;0;non-binary
AT5G03240;AT5G67590;1;0;non-binary
AT5G03280;AT5G03730;1;1;HQ
AT5G03280;AT5G38480;1;0;non-binary
AT5G03280;AT5G63190;1;0;binary
AT5G03280;AT5G65430;1;0;non-binary
AT5G03290;AT5G56750;1;0;binary
AT5G03345;AT5G07475;1;0;non-binary
AT5G03345;AT5G10840;1;0;non-binary
AT5G03345;AT5G11870;1;0;non-binary
AT5G03345;AT5G12860;1;0;non-binary
AT5G03345;AT5G15500;1;0;non-binary
AT5G03345;AT5G16530;1;0;non-binary
AT5G03345;AT5G19570;1;0;non-binary
AT5G03345;AT5G20230;1;0;non-binary
AT5G03345;AT5G24000;1;0;non-binary
AT5G03345;AT5G27210;1;0;non-binary
AT5G03345;AT5G37810;1;0;non-binary
AT5G03345;AT5G41800;1;0;non-binary
AT5G03345;AT5G42370;1;0;non-binary
AT5G03345;AT5G47420;1;0;non-binary
AT5G03345;AT5G47910;1;0;non-binary
AT5G03345;AT5G51160;1;0;non-binary
AT5G03345;AT5G55290;1;0;non-binary
AT5G03345;AT5G55930;1;0;non-binary
AT5G03345;AT5G58050;1;0;non-binary
AT5G03345;AT5G58560;1;0;non-binary
AT5G03345;AT5G62850;1;0;non-binary
AT5G03345;AT5G63050;1;0;non-binary
AT5G03345;AT5G64560;1;0;non-binary
AT5G03415;AT5G11300;1;0;HQ
AT5G03455;AT5G14170;1;0;non-binary
AT5G03540;AT5G11040;1;0;HQ
AT5G03540;AT5G49830;1;0;binary
AT5G03540;AT5G54440;1;0;HQ
AT5G03545;AT5G19570;1;0;non-binary
AT5G03545;AT5G55290;1;0;non-binary
AT5G03545;AT5G55330;1;0;non-binary
AT5G03545;AT5G55930;1;0;non-binary
AT5G03680;AT5G03680;1;0;binary
AT5G03730;AT5G03730;1;1;binary
AT5G03740;AT5G63110;1;0;HQ
AT5G03910;AT5G04870;1;0;non-binary
AT5G04150;AT5G11260;1;0;binary
AT5G04200;AT5G04200;1;0;binary
AT5G04200;AT5G06140;1;0;binary
AT5G04200;AT5G10360;1;0;binary
AT5G04200;AT5G12140;1;0;binary
AT5G04200;AT5G16050;1;0;binary
AT5G04200;AT5G16130;1;0;binary
AT5G04200;AT5G35910;1;0;binary
AT5G04200;AT5G44310;1;0;binary
AT5G04200;AT5G47210;1;0;binary
AT5G04200;AT5G52440;1;0;binary
AT5G04200;AT5G54190;1;0;binary
AT5G04200;AT5G54310;1;0;binary
AT5G04200;AT5G56000;1;0;binary
AT5G04200;AT5G62575;1;0;binary
AT5G04275;AT5G44200;1;0;non-binary
AT5G04410;AT5G38480;1;0;non-binary
AT5G04460;AT5G55160;1;0;binary
AT5G04460;AT5G55170;1;0;binary
AT5G04470;AT5G26860;1;0;non-binary
AT5G04470;AT5G64930;1;0;HQ
AT5G04510;AT5G47760;1;0;binary
AT5G04560;AT5G38480;1;0;non-binary
AT5G04560;AT5G55160;1;0;binary
AT5G04770;AT5G05760;1;0;non-binary
AT5G04770;AT5G40890;1;0;non-binary
AT5G04770;AT5G67330;1;0;non-binary
AT5G04850;AT5G22950;1;0;binary
AT5G04870;AT5G04870;1;1;binary
AT5G04870;AT5G13580;1;0;non-binary
AT5G04870;AT5G16050;1;0;non-binary
AT5G04870;AT5G17850;1;0;non-binary
AT5G04870;AT5G24270;1;0;non-binary
AT5G04870;AT5G26240;1;0;non-binary
AT5G04870;AT5G40780;1;0;non-binary
AT5G04870;AT5G43610;1;0;non-binary
AT5G04870;AT5G44050;1;0;non-binary
AT5G04870;AT5G46370;1;0;non-binary
