IntA;IntB;BioGRID;Biogrid_SS;BioGRID_Quality
AT4G29330;AT5G49540;1;0;non-binary
AT4G29330;AT5G50440;1;0;non-binary
AT4G29330;AT5G58560;1;0;non-binary
AT4G29330;AT5G59650;1;0;non-binary
AT4G29330;AT5G62710;1;0;non-binary
AT4G29330;AT5G63030;1;0;non-binary
AT4G29330;AT5G67130;1;0;non-binary
AT4G29350;AT5G03240;1;0;non-binary
AT4G29430;AT5G38480;1;0;non-binary
AT4G29450;AT4G30850;1;0;non-binary
AT4G29450;AT4G37680;1;0;non-binary
AT4G29450;AT5G06320;1;0;non-binary
AT4G29450;AT5G11890;1;0;non-binary
AT4G29450;AT5G49540;1;0;non-binary
AT4G29510;AT4G40030;1;0;binary
AT4G29510;AT5G22880;1;0;binary
AT4G29510;AT5G59800;1;0;HQ
AT4G29520;AT5G05760;1;0;non-binary
AT4G29520;AT5G08080;1;0;non-binary
AT4G29520;AT5G46860;1;0;non-binary
AT4G29540;AT5G03240;1;0;non-binary
AT4G29658;AT4G31840;1;0;non-binary
AT4G29658;AT5G15500;1;0;non-binary
AT4G29658;AT5G50440;1;0;non-binary
AT4G29660;AT5G48740;1;0;non-binary
AT4G29680;AT5G03240;1;0;non-binary
AT4G29730;AT5G63110;1;0;HQ
AT4G29770;AT5G46630;1;0;non-binary
AT4G29780;AT5G56750;1;0;binary
AT4G29810;AT5G03240;1;0;non-binary
AT4G29830;AT5G61150;1;0;non-binary
AT4G29840;AT5G03240;1;0;non-binary
AT4G29900;AT5G03240;1;0;non-binary
AT4G29930;AT4G37850;1;0;HQ
AT4G30100;AT4G37130;1;0;binary
AT4G30110;AT5G03240;1;0;non-binary
AT4G30160;AT5G03240;1;0;non-binary
AT4G30190;AT4G30850;1;0;non-binary
AT4G30190;AT4G37680;1;0;non-binary
AT4G30190;AT5G02760;1;0;HQ
AT4G30190;AT5G03240;1;0;non-binary
AT4G30190;AT5G06320;1;0;non-binary
AT4G30190;AT5G08080;1;0;non-binary
AT4G30190;AT5G25752;1;0;non-binary
AT4G30190;AT5G28290;1;0;non-binary
AT4G30190;AT5G38480;1;0;non-binary
AT4G30190;AT5G47120;1;0;non-binary
AT4G30190;AT5G49540;1;0;non-binary
AT4G30190;AT5G52420;1;0;non-binary
AT4G30190;AT5G53890;1;0;non-binary
AT4G30200;AT5G58230;1;0;non-binary
AT4G30240;AT5G38660;1;0;non-binary
AT4G30240;AT5G43890;1;0;non-binary
AT4G30240;AT5G52050;1;0;non-binary
AT4G30360;AT5G14870;1;0;non-binary
AT4G30360;AT5G58270;1;0;non-binary
AT4G30370;AT4G30370;1;0;binary
AT4G30400;AT5G65430;1;0;non-binary
AT4G30490;AT5G37780;1;0;binary
AT4G30500;AT4G30660;1;0;non-binary
AT4G30500;AT4G31330;1;0;non-binary
AT4G30500;AT4G31340;1;0;non-binary
AT4G30500;AT4G31840;1;0;non-binary
AT4G30500;AT4G32600;1;0;non-binary
AT4G30500;AT4G39030;1;0;non-binary
AT4G30500;AT5G02620;1;0;non-binary
AT4G30500;AT5G07475;1;0;non-binary
AT4G30500;AT5G07490;1;0;non-binary
AT4G30500;AT5G10290;1;0;non-binary
AT4G30500;AT5G11870;1;0;non-binary
AT4G30500;AT5G12480;1;0;non-binary
AT4G30500;AT5G12860;1;0;non-binary
AT4G30500;AT5G15500;1;0;non-binary
AT4G30500;AT5G16530;1;0;non-binary
AT4G30500;AT5G20230;1;0;non-binary
AT4G30500;AT5G23550;1;0;non-binary
AT4G30500;AT5G27210;1;0;non-binary
AT4G30500;AT5G40420;1;0;non-binary
AT4G30500;AT5G47530;1;0;non-binary
AT4G30500;AT5G49760;1;0;non-binary
AT4G30500;AT5G50440;1;0;non-binary
AT4G30500;AT5G50520;1;0;non-binary
AT4G30500;AT5G51160;1;0;non-binary
AT4G30500;AT5G55290;1;0;non-binary
AT4G30500;AT5G55930;1;0;non-binary
AT4G30500;AT5G58560;1;0;non-binary
AT4G30500;AT5G60750;1;0;non-binary
AT4G30500;AT5G63050;1;0;non-binary
AT4G30520;AT4G30520;1;0;binary
AT4G30520;AT4G35950;1;0;non-binary
AT4G30520;AT5G02760;1;0;binary
AT4G30520;AT5G63030;1;0;non-binary
AT4G30560;AT4G30850;1;0;non-binary
AT4G30560;AT5G04870;1;0;non-binary
AT4G30560;AT5G06320;1;0;non-binary
AT4G30560;AT5G11890;1;0;non-binary
AT4G30560;AT5G49540;1;0;non-binary
AT4G30560;AT5G55630;1;0;non-binary
AT4G30560;AT5G59650;1;0;non-binary
AT4G30660;AT4G30850;1;0;non-binary
AT4G30660;AT4G37370;1;0;non-binary
AT4G30660;AT4G37680;1;0;non-binary
AT4G30660;AT5G03345;1;0;non-binary
AT4G30660;AT5G15500;1;0;non-binary
AT4G30660;AT5G19130;1;0;non-binary
AT4G30660;AT5G25752;1;0;non-binary
AT4G30660;AT5G25940;1;0;non-binary
AT4G30660;AT5G35460;1;0;non-binary
AT4G30660;AT5G49540;1;0;non-binary
AT4G30660;AT5G52420;1;0;non-binary
AT4G30770;AT4G30850;1;0;non-binary
AT4G30790;AT4G30790;1;0;binary
AT4G30820;AT5G27620;1;0;non-binary
AT4G30830;AT4G30840;1;0;non-binary
AT4G30840;AT4G31510;1;0;non-binary
AT4G30840;AT4G31520;1;0;non-binary
AT4G30840;AT4G32910;1;0;non-binary
AT4G30840;AT4G33630;1;0;non-binary
AT4G30840;AT4G33650;1;0;non-binary
AT4G30840;AT4G35090;1;0;non-binary
AT4G30840;AT4G36020;1;0;non-binary
AT4G30840;AT4G37930;1;0;non-binary
AT4G30840;AT5G01530;1;0;non-binary
AT4G30840;AT5G02500;1;0;non-binary
AT4G30840;AT5G04140;1;0;non-binary
AT4G30840;AT5G09410;1;0;non-binary
AT4G30840;AT5G10170;1;0;non-binary
AT4G30840;AT5G13490;1;0;non-binary
AT4G30840;AT5G16070;1;0;non-binary
AT4G30840;AT5G17020;1;0;non-binary
AT4G30840;AT5G20890;1;0;non-binary
AT4G30840;AT5G22450;1;0;non-binary
AT4G30840;AT5G25980;1;0;non-binary
AT4G30840;AT5G26000;1;0;non-binary
AT4G30840;AT5G26360;1;0;non-binary
AT4G30840;AT5G27050;1;0;non-binary
AT4G30840;AT5G27120;1;0;non-binary
AT4G30840;AT5G27150;1;0;non-binary
AT4G30840;AT5G35630;1;0;non-binary
AT4G30840;AT5G40420;1;0;non-binary
AT4G30840;AT5G40480;1;0;non-binary
AT4G30840;AT5G41940;1;0;non-binary
AT4G30840;AT5G44120;1;0;non-binary
AT4G30840;AT5G44800;1;0;non-binary
AT4G30840;AT5G50600;1;0;non-binary
AT4G30840;AT5G51200;1;0;non-binary
AT4G30840;AT5G51210;1;0;non-binary
AT4G30840;AT5G56290;1;0;non-binary
AT4G30840;AT5G62390;1;0;non-binary
AT4G30840;AT5G62690;1;0;non-binary
AT4G30840;AT5G64040;1;0;non-binary
AT4G30845;AT5G35460;1;0;non-binary
AT4G30850;AT4G31250;1;0;non-binary
AT4G30850;AT4G31330;1;0;non-binary
AT4G30850;AT4G31340;1;0;non-binary
AT4G30850;AT4G31840;1;0;non-binary
AT4G30850;AT4G32600;1;0;non-binary
AT4G30850;AT4G34220;1;0;non-binary
AT4G30850;AT4G35080;1;0;non-binary
AT4G30850;AT4G35100;1;0;non-binary
AT4G30850;AT4G36180;1;0;non-binary
AT4G30850;AT4G36850;1;0;non-binary
AT4G30850;AT4G37250;1;0;non-binary
AT4G30850;AT4G39030;1;0;non-binary
AT4G30850;AT4G39350;1;0;non-binary
AT4G30850;AT5G01180;1;0;non-binary
AT4G30850;AT5G01540;1;0;non-binary
AT4G30850;AT5G01550;1;0;non-binary
AT4G30850;AT5G01960;1;0;non-binary
AT4G30850;AT5G02620;1;0;non-binary
AT4G30850;AT5G05170;1;0;non-binary
AT4G30850;AT5G06820;1;0;non-binary
AT4G30850;AT5G07475;1;0;non-binary
AT4G30850;AT5G07490;1;0;non-binary
AT4G30850;AT5G10290;1;0;non-binary
AT4G30850;AT5G11870;1;0;non-binary
AT4G30850;AT5G12480;1;0;non-binary
AT4G30850;AT5G13400;1;0;non-binary
AT4G30850;AT5G13580;1;0;non-binary
AT4G30850;AT5G14110;1;0;non-binary
AT4G30850;AT5G14210;1;0;non-binary
AT4G30850;AT5G15500;1;0;non-binary
AT4G30850;AT5G16530;1;0;non-binary
AT4G30850;AT5G16590;1;0;non-binary
AT4G30850;AT5G17010;1;0;non-binary
AT4G30850;AT5G22910;1;0;non-binary
AT4G30850;AT5G23550;1;0;non-binary
AT4G30850;AT5G24010;1;0;non-binary
AT4G30850;AT5G27210;1;0;non-binary
AT4G30850;AT5G27490;1;0;non-binary
AT4G30850;AT5G35870;1;0;non-binary
AT4G30850;AT5G37060;1;0;non-binary
AT4G30850;AT5G37810;1;0;non-binary
AT4G30850;AT5G38990;1;0;non-binary
AT4G30850;AT5G41610;1;0;non-binary
AT4G30850;AT5G41800;1;0;non-binary
AT4G30850;AT5G42370;1;0;non-binary
AT4G30850;AT5G43420;1;0;non-binary
AT4G30850;AT5G43460;1;0;non-binary
AT4G30850;AT5G47610;1;0;non-binary
AT4G30850;AT5G48380;1;0;non-binary
AT4G30850;AT5G49130;1;0;non-binary
AT4G30850;AT5G49760;1;0;non-binary
AT4G30850;AT5G49950;1;0;non-binary
AT4G30850;AT5G51060;1;0;non-binary
AT4G30850;AT5G51160;1;0;non-binary
AT4G30850;AT5G52050;1;0;non-binary
AT4G30850;AT5G53190;1;0;non-binary
AT4G30850;AT5G55290;1;0;non-binary
AT4G30850;AT5G55630;1;0;non-binary
AT4G30850;AT5G55930;1;0;non-binary
AT4G30850;AT5G56040;1;0;non-binary
AT4G30850;AT5G57100;1;0;non-binary
AT4G30850;AT5G57940;1;0;non-binary
AT4G30850;AT5G58050;1;0;non-binary
AT4G30850;AT5G58150;1;0;non-binary
AT4G30850;AT5G58560;1;0;non-binary
AT4G30850;AT5G59260;1;0;non-binary
AT4G30850;AT5G59500;1;0;non-binary
AT4G30850;AT5G59670;1;0;non-binary
AT4G30850;AT5G60750;1;0;non-binary
AT4G30850;AT5G60780;1;0;non-binary
AT4G30850;AT5G62710;1;0;non-binary
AT4G30850;AT5G62850;1;0;non-binary
AT4G30850;AT5G63050;1;0;non-binary
AT4G30850;AT5G63710;1;0;non-binary
AT4G30850;AT5G63930;1;0;non-binary
AT4G30850;AT5G64560;1;0;non-binary
AT4G30850;AT5G65710;1;0;non-binary
AT4G30890;AT4G30890;1;0;HQ
AT4G30950;AT4G30950;1;0;HQ
AT4G30950;AT5G05580;1;0;binary
AT4G30960;AT5G10530;1;0;non-binary
AT4G30960;AT5G51760;1;1;binary
AT4G31110;AT5G49540;1;0;non-binary
AT4G31110;AT5G59650;1;0;non-binary
AT4G31120;AT5G03240;1;0;non-binary
AT4G31250;AT4G35950;1;0;non-binary
AT4G31250;AT5G06820;1;0;non-binary
AT4G31250;AT5G11890;1;0;non-binary
AT4G31250;AT5G49540;1;0;non-binary
AT4G31250;AT5G59650;1;0;non-binary
AT4G31300;AT5G03240;1;0;non-binary
AT4G31330;AT4G37680;1;0;non-binary
AT4G31330;AT5G06320;1;0;non-binary
AT4G31330;AT5G11890;1;0;non-binary
AT4G31330;AT5G38660;1;0;non-binary
AT4G31330;AT5G49540;1;0;non-binary
AT4G31340;AT4G35860;1;0;non-binary
AT4G31340;AT4G37680;1;0;non-binary
AT4G31340;AT4G38690;1;0;non-binary
AT4G31340;AT5G03240;1;0;non-binary
AT4G31340;AT5G05760;1;0;non-binary
AT4G31340;AT5G06320;1;0;non-binary
AT4G31340;AT5G11680;1;0;non-binary
AT4G31340;AT5G11890;1;0;non-binary
AT4G31340;AT5G49540;1;0;non-binary
AT4G31340;AT5G52240;1;0;non-binary
AT4G31340;AT5G52420;1;0;non-binary
AT4G31480;AT5G03240;1;0;non-binary
AT4G31570;AT5G03240;1;0;non-binary
AT4G31580;AT4G31580;1;0;binary
AT4G31700;AT5G04200;1;0;binary
AT4G31700;AT5G44560;1;0;non-binary
AT4G31700;AT5G46630;1;0;non-binary
AT4G31710;AT5G03240;1;0;non-binary
AT4G31730;AT5G03240;1;0;non-binary
AT4G31800;AT5G13630;1;1;binary
AT4G31840;AT4G37370;1;0;non-binary
AT4G31840;AT4G37680;1;0;non-binary
AT4G31840;AT5G03345;1;0;non-binary
AT4G31840;AT5G06320;1;0;non-binary
AT4G31840;AT5G25752;1;0;non-binary
AT4G31840;AT5G25940;1;0;non-binary
AT4G31840;AT5G36110;1;0;non-binary
AT4G31840;AT5G42000;1;0;non-binary
AT4G31840;AT5G49540;1;0;non-binary
AT4G31840;AT5G52420;1;0;non-binary
AT4G31985;AT5G03240;1;0;non-binary
AT4G31990;AT5G03240;1;0;non-binary
AT4G32010;AT4G38130;1;1;HQ
AT4G32070;AT5G03240;1;0;non-binary
AT4G32070;AT5G46860;1;0;non-binary
AT4G32150;AT5G03240;1;0;non-binary
AT4G32150;AT5G16830;1;0;non-binary
AT4G32175;AT4G34460;1;0;binary
AT4G32180;AT5G03240;1;0;non-binary
AT4G32180;AT5G38480;1;0;non-binary
AT4G32280;AT5G60450;1;1;binary
AT4G32295;AT4G32570;1;0;non-binary
AT4G32300;AT5G03240;1;0;non-binary
AT4G32410;AT4G32410;1;1;binary
AT4G32410;AT5G05170;1;1;HQ
AT4G32410;AT5G17420;1;1;HQ
AT4G32410;AT5G44030;1;1;HQ
AT4G32410;AT5G49720;1;1;HQ
AT4G32410;AT5G64740;1;1;HQ
AT4G32500;AT5G38480;1;0;non-binary
AT4G32500;AT5G65430;1;0;non-binary
AT4G32520;AT4G34460;1;0;binary
AT4G32520;AT5G03240;1;0;non-binary
AT4G32530;AT4G34220;1;0;non-binary
AT4G32551;AT4G38130;1;0;binary
AT4G32570;AT4G32570;1;1;non-binary
AT4G32570;AT5G06600;1;0;non-binary
AT4G32570;AT5G48160;1;0;non-binary
AT4G32600;AT4G37680;1;0;non-binary
AT4G32600;AT4G38690;1;0;non-binary
AT4G32600;AT5G06320;1;0;non-binary
AT4G32600;AT5G11890;1;0;non-binary
AT4G32600;AT5G20270;1;0;non-binary
AT4G32600;AT5G49540;1;0;non-binary
AT4G32600;AT5G52420;1;0;non-binary
AT4G32640;AT5G03240;1;0;non-binary
AT4G32650;AT5G06320;1;0;non-binary
AT4G32650;AT5G49540;1;0;non-binary
AT4G32690;AT5G63970;1;0;HQ
AT4G32690;AT5G65210;1;0;binary
AT4G32760;AT4G32760;1;0;binary
AT4G32760;AT5G08080;1;0;non-binary
AT4G32760;AT5G13860;1;0;binary
AT4G32760;AT5G46860;1;0;non-binary
AT4G32760;AT5G63640;1;0;binary
AT4G32830;AT4G32830;1;0;HQ
AT4G32850;AT5G23880;1;0;HQ
AT4G32940;AT5G03240;1;0;non-binary
AT4G33010;AT5G03240;1;0;non-binary
AT4G33010;AT5G38480;1;0;non-binary
AT4G33070;AT5G03240;1;0;non-binary
AT4G33070;AT5G24670;1;0;non-binary
AT4G33090;AT5G03240;1;0;non-binary
AT4G33120;AT5G03240;1;0;non-binary
AT4G33200;AT5G11390;1;0;HQ
AT4G33250;AT5G03240;1;0;non-binary
AT4G33260;AT4G35620;1;0;binary
AT4G33260;AT5G05510;1;0;binary
AT4G33270;AT4G35620;1;0;binary
AT4G33270;AT5G05510;1;0;binary
AT4G33270;AT5G05560;1;0;non-binary
AT4G33270;AT5G20920;1;0;non-binary
AT4G33270;AT5G26360;1;0;non-binary
AT4G33350;AT5G21990;1;0;binary
AT4G33360;AT5G03240;1;0;non-binary
AT4G33430;AT4G33430;1;1;HQ
AT4G33430;AT5G19280;1;0;HQ
AT4G33430;AT5G20480;1;0;HQ
AT4G33430;AT5G47910;1;0;binary
AT4G33430;AT5G52240;1;1;HQ
AT4G33430;AT5G61900;1;0;HQ
AT4G33450;AT5G17800;1;1;binary
AT4G33450;AT5G19000;1;1;binary
AT4G33510;AT4G37130;1;0;binary
AT4G33520;AT5G38480;1;0;non-binary
AT4G33630;AT5G03240;1;0;non-binary
AT4G33760;AT5G03240;1;0;non-binary
AT4G33940;AT5G23450;1;0;non-binary
AT4G33940;AT5G52420;1;0;non-binary
AT4G33950;AT4G33950;1;1;HQ
AT4G33950;AT4G34000;1;0;HQ
AT4G33950;AT5G03240;1;0;non-binary
AT4G33950;AT5G03470;1;0;non-binary
AT4G33950;AT5G04430;1;1;binary
AT4G33950;AT5G13630;1;1;HQ
AT4G33950;AT5G14720;1;0;non-binary
AT4G33950;AT5G19520;1;0;binary
AT4G33950;AT5G21326;1;0;HQ
AT4G33950;AT5G51100;1;0;binary
AT4G33950;AT5G57050;1;1;HQ
AT4G33950;AT5G59220;1;1;binary
AT4G33950;AT5G66880;1;1;HQ
AT4G34000;AT4G34000;1;0;HQ
AT4G34000;AT5G13530;1;0;binary
AT4G34000;AT5G51760;1;0;HQ
AT4G34000;AT5G66880;1;0;non-binary
AT4G34050;AT5G05760;1;0;non-binary
AT4G34050;AT5G08080;1;0;non-binary
AT4G34050;AT5G16830;1;0;non-binary
AT4G34090;AT5G03240;1;0;non-binary
AT4G34140;AT5G55170;1;0;non-binary
AT4G34150;AT5G13840;1;0;non-binary
AT4G34160;AT5G02220;1;0;non-binary
AT4G34160;AT5G48820;1;0;non-binary
AT4G34160;AT5G54900;1;0;non-binary
AT4G34160;AT5G58150;1;0;non-binary
AT4G34160;AT5G62270;1;0;non-binary
AT4G34160;AT5G63610;1;0;non-binary
AT4G34200;AT5G03240;1;0;non-binary
AT4G34210;AT5G03970;1;0;binary
AT4G34210;AT5G15620;1;0;binary
AT4G34210;AT5G15710;1;0;binary
AT4G34210;AT5G21040;1;0;binary
AT4G34210;AT5G25350;1;0;binary
AT4G34210;AT5G39250;1;0;binary
AT4G34210;AT5G45360;1;0;binary
AT4G34210;AT5G52880;1;0;binary
AT4G34210;AT5G63520;1;0;binary
AT4G34210;AT5G67140;1;0;binary
AT4G34220;AT4G35950;1;0;non-binary
AT4G34220;AT4G37680;1;0;non-binary
AT4G34220;AT4G38690;1;0;non-binary
AT4G34220;AT5G05170;1;0;non-binary
AT4G34220;AT5G11890;1;0;non-binary
AT4G34220;AT5G19570;1;0;non-binary
AT4G34220;AT5G59650;1;0;non-binary
AT4G34220;AT5G62850;1;0;non-binary
AT4G34230;AT4G34230;1;0;binary
AT4G34230;AT5G03240;1;0;non-binary
AT4G34250;AT5G65430;1;0;non-binary
AT4G34370;AT5G27030;1;0;binary
AT4G34390;AT5G20635;1;0;binary
AT4G34430;AT5G65430;1;0;non-binary
AT4G34440;AT4G37370;1;0;non-binary
AT4G34440;AT4G37680;1;0;non-binary
AT4G34440;AT5G06320;1;0;non-binary
AT4G34440;AT5G11890;1;0;non-binary
AT4G34440;AT5G25752;1;0;non-binary
AT4G34440;AT5G38210;1;0;non-binary
AT4G34440;AT5G47180;1;0;non-binary
AT4G34440;AT5G49540;1;0;non-binary
AT4G34440;AT5G52420;1;0;non-binary
AT4G34450;AT5G03240;1;0;non-binary
AT4G34450;AT5G04200;1;0;binary
AT4G34460;AT4G35580;1;0;binary
AT4G34460;AT4G36250;1;0;binary
AT4G34460;AT4G38680;1;0;binary
AT4G34460;AT5G01010;1;0;binary
AT4G34460;AT5G05760;1;0;binary
AT4G34460;AT5G08510;1;0;binary
AT4G34460;AT5G16840;1;0;binary
AT4G34460;AT5G22290;1;0;binary
AT4G34460;AT5G24620;1;0;binary
AT4G34460;AT5G27330;1;0;binary
AT4G34460;AT5G38480;1;0;binary
AT4G34460;AT5G40730;1;0;binary
AT4G34460;AT5G51770;1;0;binary
AT4G34460;AT5G56750;1;0;HQ
AT4G34460;AT5G59550;1;0;binary
AT4G34460;AT5G59650;1;0;non-binary
AT4G34460;AT5G64330;1;0;HQ
AT4G34460;AT5G66180;1;0;binary
AT4G34470;AT5G03970;1;0;binary
AT4G34470;AT5G15620;1;0;binary
AT4G34470;AT5G15710;1;0;binary
AT4G34470;AT5G21040;1;0;binary
AT4G34470;AT5G25350;1;0;binary
AT4G34470;AT5G26960;1;0;binary
AT4G34470;AT5G39250;1;0;binary
AT4G34470;AT5G45360;1;0;binary
AT4G34470;AT5G52880;1;0;binary
AT4G34470;AT5G63520;1;0;binary
AT4G34470;AT5G67140;1;0;binary
AT4G34530;AT5G48560;1;0;non-binary
AT4G34590;AT4G34590;1;0;binary
AT4G34590;AT5G24800;1;0;binary
AT4G34590;AT5G28770;1;0;binary
AT4G34590;AT5G49450;1;0;binary
AT4G34640;AT5G59650;1;0;non-binary
AT4G34660;AT4G34660;1;0;HQ
AT4G34670;AT5G03240;1;0;non-binary
AT4G34740;AT5G48120;1;0;HQ
AT4G34790;AT5G19700;1;0;non-binary
AT4G34870;AT5G55170;1;0;non-binary
AT4G34890;AT5G03240;1;0;non-binary
AT4G34920;AT5G58560;1;0;non-binary
AT4G34990;AT5G27030;1;0;binary
AT4G35000;AT4G35450;1;0;HQ
AT4G35000;AT5G10450;1;0;binary
AT4G35020;AT5G18410;1;0;binary
AT4G35080;AT4G37680;1;0;non-binary
AT4G35080;AT5G03345;1;0;non-binary
AT4G35080;AT5G03545;1;0;non-binary
AT4G35080;AT5G06320;1;0;non-binary
AT4G35080;AT5G11890;1;0;non-binary
AT4G35080;AT5G49540;1;0;non-binary
AT4G35100;AT4G35100;1;0;HQ
AT4G35100;AT4G37370;1;0;non-binary
AT4G35100;AT4G37680;1;0;non-binary
AT4G35100;AT5G03240;1;0;non-binary
AT4G35100;AT5G08080;1;0;non-binary
AT4G35100;AT5G11890;1;0;non-binary
AT4G35100;AT5G47180;1;0;non-binary
AT4G35100;AT5G49540;1;0;non-binary
AT4G35100;AT5G61630;1;0;non-binary
AT4G35230;AT4G35230;1;1;non-binary
AT4G35230;AT5G03240;1;0;non-binary
AT4G35230;AT5G41260;1;0;non-binary
AT4G35230;AT5G46330;1;0;non-binary
AT4G35230;AT5G59010;1;0;HQ
AT4G35260;AT5G03240;1;0;non-binary
AT4G35290;AT4G35290;1;0;non-binary
AT4G35290;AT5G26340;1;0;non-binary
AT4G35290;AT5G27100;1;0;non-binary
AT4G35290;AT5G48410;1;0;non-binary
AT4G35290;AT5G63030;1;0;non-binary
AT4G35300;AT5G04770;1;0;non-binary
AT4G35300;AT5G14870;1;0;non-binary
AT4G35310;AT5G03240;1;0;non-binary
AT4G35390;AT4G35390;1;0;non-binary
AT4G35450;AT4G35970;1;0;binary
AT4G35450;AT5G03240;1;0;non-binary
AT4G35450;AT5G05000;1;0;HQ
AT4G35450;AT5G17770;1;0;binary
AT4G35450;AT5G59720;1;0;binary
AT4G35540;AT4G35540;1;0;HQ
AT4G35540;AT5G09380;1;0;binary
AT4G35540;AT5G23710;1;0;binary
AT4G35570;AT5G16830;1;0;non-binary
AT4G35570;AT5G46860;1;0;non-binary
AT4G35580;AT5G37780;1;0;HQ
AT4G35600;AT4G35600;1;0;non-binary
AT4G35610;AT5G27030;1;0;binary
AT4G35620;AT4G37630;1;0;binary
AT4G35620;AT4G38900;1;0;non-binary
AT4G35620;AT5G12140;1;0;non-binary
AT4G35620;AT5G38480;1;0;non-binary
AT4G35630;AT5G03240;1;0;non-binary
AT4G35640;AT5G65430;1;0;non-binary
AT4G35650;AT5G38480;1;0;binary
AT4G35650;AT5G65430;1;0;HQ
AT4G35680;AT5G03240;1;0;non-binary
AT4G35760;AT4G37200;1;0;HQ
AT4G35760;AT5G45040;1;0;binary
AT4G35760;AT5G45680;1;0;binary
AT4G35760;AT5G53490;1;0;binary
AT4G35760;AT5G66570;1;0;binary
AT4G35770;AT5G14760;1;0;binary
AT4G35770;AT5G17490;1;0;binary
AT4G35785;AT5G03240;1;0;non-binary
AT4G35800;AT5G03240;1;0;non-binary
AT4G35800;AT5G10270;1;0;binary
AT4G35800;AT5G58003;1;0;HQ
AT4G35800;AT5G64960;1;0;binary
AT4G35830;AT5G03240;1;0;non-binary
AT4G35860;AT5G03240;1;0;non-binary
AT4G35860;AT5G40640;1;0;non-binary
AT4G35860;AT5G47910;1;0;non-binary
AT4G35900;AT5G38480;1;0;binary
AT4G35900;AT5G62040;1;0;HQ
AT4G35950;AT4G37250;1;0;non-binary
AT4G35950;AT5G06820;1;0;non-binary
AT4G35950;AT5G25930;1;0;non-binary
AT4G35950;AT5G43020;1;0;non-binary
AT4G35950;AT5G51560;1;0;non-binary
AT4G36080;AT5G28640;1;0;non-binary
AT4G36160;AT5G13180;1;0;binary
AT4G36180;AT5G06320;1;0;non-binary
AT4G36180;AT5G11890;1;0;non-binary
AT4G36180;AT5G52420;1;0;non-binary
AT4G36220;AT5G03240;1;0;non-binary
AT4G36250;AT5G03240;1;0;non-binary
AT4G36290;AT5G46330;1;0;non-binary
AT4G36390;AT5G38480;1;0;non-binary
AT4G36400;AT5G03240;1;0;non-binary
AT4G36410;AT4G36410;1;0;binary
AT4G36410;AT5G01600;1;0;binary
AT4G36410;AT5G14760;1;0;binary
AT4G36410;AT5G54230;1;0;binary
AT4G36410;AT5G54470;1;0;binary
AT4G36410;AT5G63970;1;0;binary
AT4G36480;AT5G23670;1;0;non-binary
AT4G36540;AT5G63090;1;0;binary
AT4G36600;AT5G46630;1;0;non-binary
AT4G36690;AT5G03240;1;0;non-binary
AT4G36710;AT5G14240;1;0;binary
AT4G36730;AT5G11260;1;0;HQ
AT4G36730;AT5G44190;1;0;binary
AT4G36810;AT5G17230;1;0;HQ
AT4G36820;AT5G03345;1;0;non-binary
AT4G36820;AT5G03545;1;0;non-binary
AT4G36820;AT5G52240;1;0;non-binary
AT4G36820;AT5G63030;1;0;non-binary
AT4G36830;AT5G16530;1;1;non-binary
AT4G36830;AT5G19570;1;0;non-binary
AT4G36830;AT5G20230;1;0;non-binary
AT4G36830;AT5G27370;1;0;non-binary
AT4G36830;AT5G67130;1;0;non-binary
AT4G36850;AT4G37680;1;0;non-binary
AT4G36850;AT5G06320;1;0;non-binary
AT4G36850;AT5G49540;1;0;non-binary
AT4G36850;AT5G52420;1;0;non-binary
AT4G36860;AT5G03240;1;0;binary
AT4G36870;AT5G58360;1;0;binary
AT4G36920;AT5G27030;1;0;binary
AT4G36930;AT5G67110;1;0;binary
AT4G36990;AT4G36990;1;0;binary
AT4G36990;AT5G27030;1;0;binary
AT4G37000;AT4G37000;1;0;binary
AT4G37000;AT5G04900;1;0;binary
AT4G37000;AT5G13800;1;0;non-binary
AT4G37010;AT5G16630;1;0;binary
AT4G37130;AT5G03500;1;0;binary
AT4G37130;AT5G09810;1;0;binary
AT4G37130;AT5G25220;1;0;binary
AT4G37130;AT5G42190;1;0;binary
AT4G37130;AT5G56160;1;0;binary
AT4G37130;AT5G58510;1;0;binary
AT4G37220;AT4G37680;1;0;non-binary
AT4G37220;AT5G06320;1;0;non-binary
AT4G37220;AT5G25752;1;0;non-binary
AT4G37220;AT5G47180;1;0;non-binary
AT4G37220;AT5G63030;1;0;non-binary
AT4G37250;AT4G37680;1;0;non-binary
AT4G37250;AT5G07340;1;0;non-binary
AT4G37250;AT5G11890;1;0;non-binary
AT4G37250;AT5G59650;1;0;non-binary
AT4G37260;AT5G27030;1;0;binary
AT4G37280;AT5G65360;1;0;non-binary
AT4G37370;AT4G39030;1;0;non-binary
AT4G37370;AT4G39350;1;0;non-binary
AT4G37370;AT5G10020;1;0;non-binary
AT4G37370;AT5G10840;1;0;non-binary
AT4G37370;AT5G11870;1;0;non-binary
AT4G37370;AT5G12480;1;0;non-binary
AT4G37370;AT5G12860;1;0;non-binary
AT4G37370;AT5G27210;1;0;non-binary
AT4G37370;AT5G27350;1;0;non-binary
AT4G37370;AT5G49130;1;0;non-binary
AT4G37370;AT5G50520;1;0;non-binary
AT4G37370;AT5G52050;1;0;non-binary
AT4G37370;AT5G54800;1;0;non-binary
